{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/bash', 'PYTHONUNBUFFERED': '1', 'WSL2_GUI_APPS_ENABLED': '1', 'WSL_DISTRO_NAME': 'Ubuntu', 'PYCHARM_DISPLAY_PORT': '36849', 'PYCHARM_UUID': '2ed92def-50e1-32c6-8a0c-ba9c9bec1f2f', 'NAME': 'ZBook', 'PWD': '/home/daniel/Thesis/smlm_score', 'LOGNAME': 'daniel', 'HOME': '/home/daniel', 'LANG': 'C.UTF-8', 'WSL_INTEROP': '/run/WSL/58140_interop', 'WAYLAND_DISPLAY': 'wayland-0', 'PYTHONPATH': '/tmp/MObcVS/:/tmp/MObcVS/src:/home/daniel/.pycharm_helpers/pycharm_plotly_backend:/home/daniel/.pycharm_helpers/pycharm_altair_backend:/home/daniel/.pycharm_helpers/pycharm_matplotlib_backend:/home/daniel/.pycharm_helpers/pycharm_display', 'TERM': 'xterm-256color', 'USER': 'daniel', 'PYTHONIOENCODING': 'UTF-8', 'DISPLAY': ':0', 'SHLVL': '0', 'PYCHARM_PROJECT_ID': '4a4c41a4', 'XDG_RUNTIME_DIR': '/run/user/1000/', 'PYCHARM_INTERACTIVE_PLOTS': '1', 'WSLENV': '', 'XDG_DATA_DIRS': '/usr/local/share:/usr/share:/var/lib/snapd/desktop', 'PATH': '/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA App/NvDLISR:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/User/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/User/AppData/Local/Programs/Antigravity/bin:/mnt/c/Users/User/AppData/Local/JetBrains/Toolbox/scripts:/mnt/c/Users/User/AppData/Local/PowerToys/DSCModules/:/snap/bin', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'HOSTTYPE': 'x86_64', 'PYCHARM_HOSTED': '1', 'PULSE_SERVER': 'unix:/mnt/wslg/PulseServer', 'OLDPWD': '/mnt/c/WINDOWS/system32', '_': '/home/daniel/miniforge3/envs/smlm/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.22.0', 'PMI_VERSION': '2.22.0'}", 0: 'GMMScoringRestraint_Score', 1: 'AV_0_x', 2: 'AV_0_y', 3: 'AV_0_z', 4: 'AV_1_x', 5: 'AV_1_y', 6: 'AV_1_z', 7: 'AV_2_x', 8: 'AV_2_y', 9: 'AV_2_z', 10: 'AV_3_x', 11: 'AV_3_y', 12: 'AV_3_z', 13: 'AV_4_x', 14: 'AV_4_y', 15: 'AV_4_z', 16: 'AV_5_x', 17: 'AV_5_y', 18: 'AV_5_z', 19: 'AV_6_x', 20: 'AV_6_y', 21: 'AV_6_z', 22: 'AV_7_x', 23: 'AV_7_y', 24: 'AV_7_z', 25: 'Total_Score', 26: 'MonteCarlo_Acceptance_NPC_Complex_0', 27: 'MonteCarlo_Temperature', 28: 'MonteCarlo_Nframe', 29: 'ReplicaExchange_SwapSuccessRatio', 30: 'ReplicaExchange_MinTempFrequency', 31: 'ReplicaExchange_MaxTempFrequency', 32: 'ReplicaExchange_CurrentTemp', 33: 'Stopwatch_None_delta_seconds', 34: 'rmf_file', 35: 'rmf_frame_index'} 
{0: '105.20614146395388', 1: 1010.9046691587397, 2: 470.2889344987167, 3: 661.8130848747574, 4: 1028.6723391289188, 5: 792.027053119325, 6: 641.9642718269545, 7: 813.503827217934, 8: 1033.833684673262, 9: 619.398951945001, 10: 488.9507000881217, 11: 1055.656658323826, 12: 598.1918377424007, 13: 244.7309798942752, 14: 837.301919193224, 15: 593.6543464388333, 16: 224.89307277279602, 17: 509.9219322331546, 18: 615.1828835010024, 19: 441.05466591113475, 20: 269.64616130538366, 21: 643.3815014696154, 22: 767.2711307478744, 23: 250.1319852398638, 24: 663.6156628419294, 25: '0.5260307073197694', 26: '1.0', 27: '1.0', 28: '0', 29: '0', 30: '0', 31: '0', 32: '1.0', 33: '1.6999418870000085', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 0} 
{0: '596.1613486658691', 1: 549.2467361751826, 2: 453.8421633496009, 3: 494.37281351506664, 4: 248.29077402111582, 5: 346.41267798398843, 6: 540.302073982703, 7: -48.643805985622464, 8: 453.2054071701979, 9: 464.78851604767584, 10: -170.92774055111613, 11: 717.7363910735138, 12: 318.7381339741563, 13: -39.71740621618278, 14: 986.2961089197013, 15: 184.5659357594184, 16: 266.1299466150272, 17: 1096.355826710242, 18: 135.7916431968336, 19: 562.5628623232217, 20: 985.4512519306375, 21: 207.07378875988883, 22: 683.06213673406, 23: 719.3309481229826, 24: 354.94980119030186, 25: '2.9808067433293455', 26: '0.9909489051094891', 27: '1.0', 28: '273', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14279092299999263', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 273} 
{0: '618.7313125818492', 1: 582.8102911166974, 2: 450.24402497122435, 3: 446.0727620051099, 4: 299.0154027339653, 5: 330.88796548448215, 6: 543.2307510782404, 7: -11.118305128237864, 8: 422.0981739369891, 9: 515.3935392114618, 10: -168.38627590273967, 11: 676.5565318008265, 12: 385.8618995120996, 13: -74.13172907061971, 14: 946.6822936617398, 15: 226.2034959117351, 16: 213.88936368870682, 17: 1068.8001467463444, 18: 125.37812007458095, 19: 523.0372382950763, 20: 973.3385086666526, 21: 149.21317366977394, 22: 678.922733222581, 23: 717.2666258145583, 24: 280.8729988569857, 25: '3.093656562909246', 26: '0.990909090909091', 27: '1.0', 28: '274', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13587370999999848', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 274} 
{0: '566.1734017314384', 1: 537.8822835938175, 2: 394.0933628042038, 3: 480.1874109374735, 4: 233.6028685971635, 5: 302.6004922336603, 6: 537.3553625638929, 7: -59.76385104318922, 8: 428.23900998507816, 9: 478.8057262925238, 10: -173.01358815122336, 11: 703.4643344242411, 12: 345.81612506816333, 13: -32.68486068771614, 14: 967.9832067665382, 15: 212.8489596365558, 16: 276.49575489873956, 17: 1061.9072651527263, 18: 152.68007622642958, 19: 568.9310297600664, 20: 932.318323746509, 21: 206.9180590463652, 22: 680.3918388188213, 23: 655.5544035818549, 24: 341.7721536211979, 25: '2.830867008657192', 26: '0.9909420289855072', 27: '1.0', 28: '275', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14189259500000162', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 275} 
{0: '557.7718763517834', 1: 548.5569133060633, 2: 400.03339420723313, 3: 521.1634311718838, 4: 243.50903262410498, 5: 319.7551701620688, 6: 589.9113743026033, 7: -48.418596986453394, 8: 444.38152999623054, 9: 522.6532242591284, 10: -158.68139508276192, 11: 707.6432899709312, 12: 365.1855218802237, 13: -15.59455815882427, 14: 955.7983014264366, 15: 206.16382509546312, 16: 294.35801134068345, 17: 1038.1245655401458, 18: 134.1466936147834, 19: 585.2380128429857, 20: 909.1722493511012, 21: 197.49941552853005, 22: 693.7089925045855, 23: 644.5880186461334, 24: 356.98809135866514, 25: '2.788859381758917', 26: '0.9909025270758123', 27: '1.0', 28: '276', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13653674600000443', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 276} 
{0: '516.4755834074724', 1: 517.2403373991668, 2: 384.04985230298576, 3: 526.9572133609875, 4: 204.90292872783, 5: 320.16916085733305, 6: 577.8461399954114, 7: -75.26744804817349, 8: 466.28832784838687, 9: 504.15164727135243, 10: -161.49639253624605, 11: 743.3734226924045, 12: 355.66213400778946, 13: 4.0006727882682185, 14: 989.3042655241653, 15: 216.12219501999758, 16: 321.5096575752254, 17: 1055.07179030151, 18: 162.295123827245, 19: 600.5554896755164, 20: 904.89674079339, 21: 231.8244024878834, 22: 684.8203987767221, 23: 626.5098500930286, 24: 382.1825431550487, 25: '2.582377917037362', 26: '0.9909352517985611', 27: '1.0', 28: '277', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14709665700000585', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 277} 
{0: '546.596790322194', 1: 539.240556957342, 2: 412.6093211195153, 3: 497.62502440604237, 4: 239.98353866683095, 5: 332.3893070445807, 6: 588.3723042263986, 7: -55.57929433940012, 8: 459.400324907479, 9: 546.0882371374269, 10: -176.23474069783936, 11: 725.8717903622354, 12: 402.2274100720462, 13: -44.50619114703329, 14: 976.215530953162, 15: 236.9450654617793, 16: 259.3992792901287, 17: 1058.5209446074937, 18: 142.5948654061944, 19: 553.5918429352923, 20: 927.2583814286444, 21: 180.99170775011132, 22: 672.6098312015083, 23: 659.436214141891, 24: 326.9828426296836, 25: '2.73298395161097', 26: '0.9909677419354839', 27: '1.0', 28: '278', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13447396799999467', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 278} 
{0: '591.5644366583908', 1: 513.209516740553, 2: 414.4621776329007, 3: 540.2854032922729, 4: 207.47759651618912, 5: 345.87819730370524, 6: 618.0627331977893, 7: -82.78367586244673, 8: 470.3974811249773, 9: 543.7628613500124, 10: -189.81048066633605, 11: 722.3492796884467, 12: 366.77057209537344, 13: -43.84519780188913, 14: 954.1907593846979, 15: 187.08663527786658, 16: 266.7931573284149, 17: 1024.4595178592238, 18: 105.84138782695479, 19: 555.8841310977084, 20: 895.3376240573316, 21: 176.60428717762352, 22: 661.1166975075339, 23: 642.26397314558, 24: 355.7334039217604, 25: '2.9578221832919542', 26: '0.9908571428571429', 27: '1.0', 28: '279', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14404632800000172', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 279} 
{0: '713.4181160422039', 1: 539.1364134452713, 2: 452.39573024813905, 3: 558.3028117489823, 4: 239.9112484771027, 5: 374.0488635505315, 6: 650.7752486020443, 7: -59.39224572719047, 8: 462.3536411459425, 9: 561.9112297094189, 10: -186.25748335209136, 11: 673.5082596291287, 12: 348.4173076013357, 13: -59.34140014212949, 14: 883.8149375400073, 15: 131.60849387731952, 16: 244.6339171865522, 17: 963.6357895772704, 18: 35.36757553202955, 19: 543.1199481803444, 20: 870.1421874219524, 21: 121.49816333900154, 22: 668.2900261788418, 23: 658.0910568438934, 24: 337.30867253388107, 25: '3.5670905802110195', 26: '0.9908896797153025', 27: '1.0', 28: '280', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13889751499999647', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 280} 
{0: '772.6518812116843', 1: 549.8403537349607, 2: 447.61522262695814, 3: 518.766158395656, 4: 260.27155047289324, 5: 380.0776908110518, 6: 644.5185835122068, 7: -44.60502391145923, 8: 473.4596930387218, 9: 584.458569406003, 10: -188.32067321667944, 11: 681.1964148505973, 12: 378.4197799581675, 13: -80.09638919634057, 14: 881.2912869091098, 15: 142.63979950211603, 16: 213.8327458872645, 17: 950.0600148795032, 18: 12.596722288023955, 19: 517.4899728702549, 20: 851.430657118332, 21: 70.19863880994467, 22: 659.7432045159544, 23: 642.9143636892335, 24: 278.7469059940224, 25: '3.8632594060584218', 26: '0.9908510638297873', 27: '1.0', 28: '281', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14835929699999895', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 281} 
{0: '741.7581638978683', 1: 560.4202451341242, 2: 481.5735973380284, 3: 557.495778116679, 4: 275.77637720287606, 5: 374.3460624069644, 6: 665.6863814556463, 7: -34.59598205962317, 8: 421.3979430444433, 9: 583.6361018879933, 10: -192.47404328006564, 11: 602.9732925381643, 12: 363.7142374838318, 13: -98.51967408828176, 14: 813.3010990257088, 15: 130.739039259653, 16: 190.54248248503, 17: 922.3207151193831, 18: 18.522867194542584, 19: 500.6368110306079, 20: 869.8649747327344, 21: 98.1679875895453, 22: 657.0131848304953, 23: 687.3412815275638, 24: 320.51667191324225, 25: '3.7087908194893413', 26: '0.9908833922261484', 27: '1.0', 28: '282', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1426886210000049', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 282} 
{0: '843.1293003888362', 1: 544.6096897639247, 2: 499.0905459797127, 3: 562.5746437451294, 4: 256.43170196124123, 5: 403.92234353428285, 6: 672.6725230998479, 7: -51.21391434186603, 8: 443.18751650082083, 9: 577.3333905035596, 10: -201.78329036302642, 11: 602.0927510672528, 12: 335.79932327187345, 13: -100.10453695975218, 14: 787.7254661552141, 15: 85.71018145417813, 16: 192.61451867293457, 17: 884.2620837279504, 18: -28.442839820318625, 19: 500.02329564744036, 20: 839.3793023134409, 21: 65.03882827516742, 22: 649.017154686328, 23: 679.7778458040146, 24: 309.0380318257245, 25: '4.215646501944181', 26: '0.9908450704225352', 27: '1.0', 28: '283', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1739367939999994', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 283} 
{0: '868.3557539362848', 1: 521.801634836258, 2: 499.48501752391024, 3: 568.8398179182129, 4: 224.3544902632877, 5: 409.1205723869764, 6: 655.9291151342572, 7: -74.77857951076294, 8: 458.9776548325337, 9: 540.5566438059841, 10: -204.06710448500212, 11: 628.0610206531244, 12: 293.66393651340184, 13: -80.55007790949526, 14: 817.4120983979833, 15: 56.53029030837857, 16: 221.74395234256593, 17: 909.1299636340846, 18: -34.24872047864466, 19: 520.6335066080737, 20: 853.7139316935309, 21: 79.09827001209621, 22: 648.1606497546163, 23: 683.9120558083536, 24: 328.3201731251497, 25: '4.341778769681424', 26: '0.9906666666666667', 27: '1.0', 28: '284', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.15067584800000589', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 284} 
{0: '895.4581570697334', 1: 486.9308668436968, 2: 450.02136608609965, 3: 582.7728103403202, 4: 172.3515042259728, 5: 397.22548732790386, 6: 632.5473244040506, 7: -102.64233658899553, 8: 488.34725328351124, 9: 486.4229235471546, 10: -179.95245322554354, 11: 678.5508949018016, 12: 233.23043396209727, 13: -6.774695946829922, 14: 855.6405021687132, 15: 18.774405738012547, 16: 313.17858865441406, 17: 909.2315238987055, 18: -34.070408499368284, 19: 587.4615671674044, 20: 812.678731453251, 21: 109.80401058688258, 22: 662.67553606818, 23: 621.9384542410971, 24: 365.085055350806, 25: '4.477290785348667', 26: '0.9906993006993007', 27: '1.0', 28: '285', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14946469499999182', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 285} 
{0: '899.6345322354242', 1: 537.0084501018123, 2: 509.23955000585283, 3: 569.4442629739109, 4: 237.90613083676368, 5: 411.6776173262982, 6: 641.8635584082303, 7: -56.69345544164787, 8: 456.81376409945784, 9: 513.6023356560509, 10: -178.23628116705322, 11: 626.2973299582505, 12: 263.0761321962786, 13: -48.158237279777154, 14: 821.1262907150519, 15: 34.0258512347217, 16: 255.92309136678173, 17: 920.1875832266196, 18: -41.84299759965597, 19: 550.4885683086949, 20: 869.514625016001, 21: 84.3190949580812, 22: 670.182116371868, 23: 699.2471213721153, 24: 337.0834873068943, 25: '4.498172661177121', 26: '0.9906620209059234', 27: '1.0', 28: '286', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14518537499999695', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 286} 
{0: '904.2430950044973', 1: 501.42853907144206, 2: 512.2699214205527, 3: 611.6258096265325, 4: 195.8813548810066, 5: 414.09450444957974, 6: 646.6627641884836, 7: -79.92029007275522, 8: 455.19076191042075, 9: 480.7661713773733, 10: -168.855461206524, 11: 619.6042201595882, 12: 213.70912450638727, 13: -11.135479515738325, 14: 811.2972786059104, 15: -0.11517574650025608, 16: 299.787551232016, 17: 910.9439240278615, 18: -37.958158395279895, 19: 575.8478591147943, 20: 864.275672061565, 21: 125.95103344109984, 22: 662.6639988415243, 23: 699.1051227120464, 24: 395.00317298855623, 25: '4.521215475022486', 26: '0.990625', 27: '1.0', 28: '287', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.15474206500000776', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 287} 
{0: '923.9346810235907', 1: 530.1563501078534, 2: 531.0113944117338, 3: 579.4170674037587, 4: 233.60731324785442, 5: 412.0288466532147, 6: 625.5354424337077, 7: -52.49292551192997, 8: 441.37897346248434, 9: 475.327743960234, 10: -165.35000681514913, 11: 609.5809027573064, 12: 219.9219758524764, 13: -31.311379491604782, 14: 818.9513046984152, 15: 6.520162748833286, 16: 270.3572242623423, 17: 939.853894560432, 18: -42.605122011397384, 19: 556.9611988457664, 20: 905.0385429537075, 21: 105.37965944893796, 22: 667.8576752339496, 23: 735.86980743642, 24: 362.8506611805968, 25: '4.619673405117953', 26: '0.9905882352941177', 27: '1.0', 28: '288', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14714466399999537', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 288} 
{0: '895.752363901684', 1: 512.0106895144122, 2: 489.01077249960474, 3: 570.1456915174949, 4: 207.81077444246083, 5: 387.03998351317847, 6: 606.0546362639975, 7: -74.1335429710328, 8: 445.6429524862122, 9: 456.5547260680099, 10: -172.97815090030213, 11: 638.2678080262738, 12: 212.8620410875729, 13: -23.214314709876362, 14: 852.5878725986594, 15: 15.427606525363785, 16: 286.25187515533344, 17: 956.3389837102532, 18: -23.315916835219696, 19: 568.363185070081, 20: 892.416804768138, 21: 123.58747439812151, 22: 665.1661038796847, 23: 698.8163393584786, 24: 369.26095890070474, 25: '4.47876181950842', 26: '0.9906206896551724', 27: '1.0', 28: '289', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14943193800000643', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 289} 
{0: '814.8978816212357', 1: 518.5938171484182, 2: 502.1321289242303, 3: 569.1660271448593, 4: 228.21718243078803, 5: 363.17057191908447, 6: 593.5827864276472, 7: -58.88449016545502, 8: 401.86061853299265, 9: 447.4566794916286, 10: -179.7051607556001, 11: 602.4202329346023, 12: 220.65517413789368, 13: -55.976500833526984, 14: 848.9436017576215, 15: 43.84991404159183, 16: 239.42111924886763, 17: 990.5190928097725, 18: 16.807304848469528, 19: 527.2957337445239, 20: 946.8115652401856, 21: 159.88525863978472, 22: 646.2043459819145, 23: 744.879076501707, 24: 388.5584276216275, 25: '4.074489408106179', 26: '0.9906529209621994', 27: '1.0', 28: '290', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14070567499999243', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 290} 
{0: '814.9249837139811', 1: 534.1565983396855, 2: 507.2535761922911, 3: 554.575089765339, 4: 251.18656912516013, 5: 352.0031240145423, 6: 561.6703074532895, 7: -34.50227624676677, 8: 386.49293176862045, 9: 411.7721218940054, 10: -161.1790269214929, 11: 596.7884681548176, 12: 197.32048535086753, 13: -47.1967033917108, 14: 861.8246738082565, 15: 42.0578295856655, 16: 240.70034558870626, 17: 1020.1332736201637, 18: 32.65821560777732, 19: 527.4920107452194, 20: 980.9126694507952, 21: 179.170083740441, 22: 652.2947171502981, 23: 769.011998370167, 24: 395.3408411385768, 25: '4.0746249185699055', 26: '0.9905479452054795', 27: '1.0', 28: '291', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1563417429999987', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 291} 
{0: '854.7010409924064', 1: 508.1526915370181, 2: 570.2643566953527, 3: 604.5233305848242, 4: 242.11296092338617, 5: 387.39083340143475, 6: 602.2388914415394, 7: -28.791184864671095, 8: 376.756254621874, 9: 423.9835162859832, 10: -152.50688524039992, 11: 550.6498071292964, 12: 177.5769942976508, 13: -49.20656852134789, 14: 809.9124299866932, 15: 5.9535995796506995, 16: 221.65369689054356, 17: 996.1095749430876, 18: 6.080721803621145, 19: 494.4481666764062, 20: 1001.8500843417605, 21: 181.59045459491918, 22: 616.2867670650203, 23: 826.3368395409261, 24: 429.6990248607659, 25: '4.273505204962032', 26: '0.990443686006826', 27: '1.0', 28: '292', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14288214300000845', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 292} 
{0: '806.3938677594973', 1: 528.4377732049352, 2: 552.5528180088688, 3: 594.387572591362, 4: 254.56699089464195, 5: 381.7074992071441, 6: 600.0226492890688, 7: -24.928621096289135, 8: 388.6997312508991, 9: 435.3701643042238, 10: -152.50700513826467, 11: 575.6668076647813, 12: 200.79014711610364, 13: -46.040092139262754, 14: 835.509374147132, 15: 32.00244098792757, 16: 232.6861150576332, 17: 1009.5308203863422, 18: 24.070606432220302, 19: 513.7111795734614, 20: 997.65673050846, 21: 185.74114054968172, 22: 639.4262121332921, 23: 809.1002506978688, 24: 422.0663207452232, 25: '4.031969338797486', 26: '0.9904081632653061', 27: '1.0', 28: '293', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1496717590000003', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 293} 
{0: '869.0462215493417', 1: 557.9835879391603, 2: 618.5166964784019, 3: 602.0438666865325, 4: 290.3948735524915, 5: 444.31600866599786, 6: 649.7458870596711, 7: 4.8565624609232145, 8: 414.3140255637221, 9: 498.60064845875064, 10: -137.6043761195532, 11: 552.7541245222046, 12: 240.14381225465533, 13: -46.29581139024481, 14: 780.8137124812557, 15: 23.362302418818274, 16: 225.9498144639143, 17: 957.8535265395882, 18: -27.37131336441587, 19: 513.0676673146907, 20: 982.5598612084713, 21: 121.64673285807336, 22: 653.7861749307916, 23: 842.8207570710296, 24: 382.18212522099043, 25: '4.3452311077467085', 26: '0.9904406779661017', 27: '1.0', 28: '294', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13501931999999783', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 294} 
{0: '836.4783945528961', 1: 498.14657170615993, 2: 551.5689406141719, 3: 640.9338976966555, 4: 204.59349714424076, 5: 417.73130575900666, 6: 652.7306074381141, 7: -63.88644952674855, 8: 434.54044983724793, 9: 471.31092781728705, 10: -155.521836454364, 11: 599.5851259110668, 12: 205.5593013616624, 13: -8.919686376897658, 14: 817.4245724525433, 15: 9.609211331442964, 16: 289.95675403757843, 17: 953.4612569540318, 18: -4.588329441077747, 19: 559.45926083091, 20: 931.24094063684, 21: 174.65479838605364, 22: 648.964690706433, 23: 765.1136476062775, 24: 442.23265026784185, 25: '4.1823919727644805', 26: '0.9903378378378378', 27: '1.0', 28: '295', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1413770269999901', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 295} 
{0: '746.1156231930385', 1: 524.7636441523205, 2: 561.9486173009659, 3: 631.6772584556315, 4: 248.5815296498589, 5: 397.5018222324896, 6: 661.7733324480992, 7: -35.34421173039908, 8: 393.04686762328913, 9: 504.7909894794565, 10: -166.66662608549916, 11: 557.8970001689022, 12: 256.11535036469223, 13: -61.07939184478829, 14: 797.5930813619665, 15: 59.29112094725292, 16: 219.93889644530523, 17: 964.8821409692339, 18: 26.461736073413306, 19: 505.2337737780937, 20: 964.1546931312085, 21: 180.92773973017626, 22: 634.7191206344394, 23: 797.9315655739096, 24: 431.5486149562801, 25: '3.7305781159651925', 26: '0.9903030303030304', 27: '1.0', 28: '296', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.15784591100000966', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 296} 
{0: '710.8993421874502', 1: 558.0435809651076, 2: 556.9471843962882, 3: 578.6817025600453, 4: 290.88260920930617, 5: 386.02549303986024, 6: 638.9799035569085, 7: -12.142250943771216, 8: 383.34121601707125, 9: 523.0236271899241, 10: -179.04137801400987, 11: 556.8901096018648, 12: 303.2824632715959, 13: -105.06542467657277, 14: 807.3539746960672, 15: 105.44904023702858, 16: 166.46540592321585, 17: 981.3326914393657, 18: 41.910937628305874, 19: 470.5587646771934, 20: 978.9828189369798, 21: 154.93814567719173, 22: 635.9285943895903, 23: 803.9380588567569, 24: 376.79295782668424, 25: '3.554496710937251', 26: '0.9903355704697987', 27: '1.0', 28: '297', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3140782370000039', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 297} 
{0: '688.1218213584461', 1: 533.4999221704259, 2: 528.7894775384641, 3: 560.8364439886162, 4: 249.63825295458503, 5: 386.2690749020433, 6: 618.5908380331687, 7: -53.90819353764107, 8: 424.93307028736774, 9: 510.69375964079757, 10: -203.97451352055646, 11: 628.8689985965518, 12: 305.3867871509382, 13: -105.50920714269324, 14: 880.3179786482864, 15: 119.85876627392997, 16: 182.98099260895282, 17: 1025.559619529557, 18: 58.9248124358279, 19: 486.94924967733357, 20: 981.9511207511566, 21: 163.59113953047665, 22: 635.3659766788992, 23: 776.583431182488, 24: 370.96518205245263, 25: '3.440609106792231', 26: '0.9903010033444816', 27: '1.0', 28: '298', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.16269301699999517', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 298} 
{0: '650.5651797923167', 1: 592.8121518864417, 2: 564.8218470469375, 3: 532.8261983441938, 4: 339.0051038003819, 5: 390.0806734006834, 6: 629.1204714017051, 7: 21.81109680037858, 8: 387.2838952164892, 9: 560.8762833862118, 10: -177.75458464748897, 11: 564.3345991127817, 12: 373.5602316459218, 13: -136.36671452626217, 14: 819.997483309358, 15: 172.89586881385313, 16: 121.24499792221638, 17: 997.9103896688109, 18: 72.80651029324088, 19: 439.07422145488476, 20: 995.7524763569808, 21: 137.87086748778077, 22: 637.4609137698556, 23: 817.1431507716542, 24: 327.47264862608284, 25: '3.2528258989615835', 26: '0.9903333333333333', 27: '1.0', 28: '299', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.1612675149999916', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 299} 
